
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '77.69733', 'CMB': 'N', 'VNODE': '26', 'MSG': 'DATA', 'RNODE': '74', 'DATE': '2017-Apr-19', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.431', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'C', 'FDIST': '1.45', 'PITCH': 1, 'BEAR': 1, 'LMO': 'N', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'LCLR': 'N', 'TIME': '09:03:44 PM', 'LAT': '87.05736', 'ALT': '409', 'INDI': 'N', 'ROLL': 1}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '111.1958', 'CMB': 'N', 'VNODE': '22', 'MSG': 'DATA', 'RNODE': '78', 'DATE': '2017-Apr-19', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.454', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'C', 'FDIST': '1.452', 'PITCH': 1, 'BEAR': 1, 'LMO': 'N', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'LCLR': 'N', 'TIME': '09:16:03 PM', 'LAT': '44.91528', 'ALT': '200', 'INDI': 'N', 'ROLL': 1}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '1.930849', 'CMB': 'N', 'VNODE': '36', 'MSG': 'DATA', 'RNODE': '64', 'DATE': '2017-Apr-19', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.45', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'C', 'FDIST': '1.451', 'PITCH': 1, 'BEAR': 1, 'LMO': 'N', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'LCLR': 'N', 'TIME': '09:16:11 PM', 'LAT': '40.29079', 'ALT': '572', 'INDI': 'N', 'ROLL': 1}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '19.48794', 'CMB': 'N', 'VNODE': '84', 'MSG': 'DATA', 'RNODE': '16', 'DATE': '2017-Apr-19', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.448', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'C', 'FDIST': '1.457', 'PITCH': 1, 'BEAR': 1, 'LMO': 'N', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'LCLR': 'N', 'TIME': '09:16:17 PM', 'LAT': '52.78081', 'ALT': '266', 'INDI': 'N', 'ROLL': 1}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '63.73880', 'CMB': 'N', 'VNODE': '88', 'MSG': 'DATA', 'RNODE': '12', 'DATE': '2017-Apr-19', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.438', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'C', 'FDIST': '1.457', 'PITCH': 1, 'BEAR': 1, 'LMO': 'N', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'LCLR': 'N', 'TIME': '09:16:22 PM', 'LAT': '56.05622', 'ALT': '714', 'INDI': 'N', 'ROLL': 1}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '26.67573', 'CMB': 'N', 'VNODE': '80', 'MSG': 'DATA', 'RNODE': '20', 'DATE': '2017-Apr-19', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.452', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'C', 'FDIST': '1.452', 'PITCH': 1, 'BEAR': 1, 'LMO': 'N', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'LCLR': 'N', 'TIME': '09:16:27 PM', 'LAT': '72.53295', 'ALT': '961', 'INDI': 'N', 'ROLL': 1}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '26.67573', 'CMB': 'N', 'VNODE': '80', 'MSG': 'DATA', 'RNODE': '20', 'DATE': '2017-Apr-19', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.452', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'C', 'FDIST': '1.452', 'PITCH': 1, 'BEAR': 1, 'LMO': 'N', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'LCLR': 'N', 'TIME': '09:16:27 PM', 'LAT': '72.53295', 'ALT': '961', 'INDI': 'N', 'ROLL': 1}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '26.67573', 'CMB': 'N', 'VNODE': '80', 'MSG': 'DATA', 'RNODE': '20', 'DATE': '2017-Apr-19', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.452', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'C', 'FDIST': '1.452', 'PITCH': 1, 'BEAR': 1, 'LMO': 'N', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'LCLR': 'N', 'TIME': '09:16:27 PM', 'LAT': '72.53295', 'ALT': '961', 'INDI': 'N', 'ROLL': 1}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '105.2456', 'CMB': 'N', 'VNODE': '7', 'MSG': 'DATA', 'RNODE': '93', 'DATE': '2017-Apr-19', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.452', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'C', 'FDIST': '1.451', 'PITCH': 1, 'BEAR': 1, 'LMO': 'N', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'LCLR': 'N', 'TIME': '09:16:56 PM', 'LAT': '19.90316', 'ALT': '477', 'INDI': 'N', 'ROLL': 1}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '80.67840', 'CMB': 'N', 'VNODE': '14', 'MSG': 'DATA', 'RNODE': '86', 'DATE': '2017-Apr-19', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.451', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'C', 'FDIST': '1.451', 'PITCH': 1, 'BEAR': 1, 'LMO': 'N', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'LCLR': 'N', 'TIME': '09:17:04 PM', 'LAT': '44.43014', 'ALT': '885', 'INDI': 'N', 'ROLL': 1}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '112.3077', 'CMB': 'N', 'VNODE': '9', 'MSG': 'DATA', 'RNODE': '91', 'DATE': '2017-Apr-19', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.444', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'C', 'FDIST': '1.452', 'PITCH': 1, 'BEAR': 1, 'LMO': 'N', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'LCLR': 'N', 'TIME': '09:17:09 PM', 'LAT': '34.11855', 'ALT': '789', 'INDI': 'N', 'ROLL': 1}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '32.08554', 'CMB': 'N', 'VNODE': '48', 'MSG': 'DATA', 'RNODE': '52', 'DATE': '2017-Apr-19', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.44', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'C', 'FDIST': '1.457', 'PITCH': 1, 'BEAR': 1, 'LMO': 'N', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'LCLR': 'N', 'TIME': '09:17:26 PM', 'LAT': '10.24693', 'ALT': '58.', 'INDI': 'N', 'ROLL': 1}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '32.08554', 'CMB': 'N', 'VNODE': '48', 'MSG': 'DATA', 'RNODE': '52', 'DATE': '2017-Apr-19', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.44', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'C', 'FDIST': '1.457', 'PITCH': 1, 'BEAR': 1, 'LMO': 'N', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'LCLR': 'N', 'TIME': '09:17:26 PM', 'LAT': '10.24693', 'ALT': '58.', 'INDI': 'N', 'ROLL': 1}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '32.08554', 'CMB': 'N', 'VNODE': '48', 'MSG': 'DATA', 'RNODE': '52', 'DATE': '2017-Apr-19', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.44', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'C', 'FDIST': '1.457', 'PITCH': 1, 'BEAR': 1, 'LMO': 'N', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'LCLR': 'N', 'TIME': '09:17:26 PM', 'LAT': '10.24693', 'ALT': '58.', 'INDI': 'N', 'ROLL': 1}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '98.39832', 'CMB': 'N', 'VNODE': '28', 'MSG': 'DATA', 'RNODE': '72', 'DATE': '2017-Apr-19', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.45', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'C', 'FDIST': '1.456', 'PITCH': 1, 'BEAR': 1, 'LMO': 'N', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'LCLR': 'N', 'TIME': '09:19:32 PM', 'LAT': '60.18211', 'ALT': '367', 'INDI': 'N', 'ROLL': 1}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '58.75480', 'CMB': 'N', 'VNODE': '32', 'MSG': 'DATA', 'RNODE': '68', 'DATE': '2017-Apr-19', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.457', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'C', 'FDIST': '1.457', 'PITCH': 1, 'BEAR': 1, 'LMO': 'N', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'LCLR': 'N', 'TIME': '09:19:39 PM', 'LAT': '36.78981', 'ALT': '17.', 'INDI': 'N', 'ROLL': 1}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '30.72658', 'CMB': 'N', 'VNODE': '7', 'MSG': 'DATA', 'RNODE': '93', 'DATE': '2017-Apr-19', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.46', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'C', 'FDIST': '1.456', 'PITCH': 1, 'BEAR': 1, 'LMO': 'N', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'LCLR': 'N', 'TIME': '09:19:48 PM', 'LAT': '69.79649', 'ALT': '947', 'INDI': 'N', 'ROLL': 1}
{'TMP': '00', 'CMO': 'N', 'BAT': 'E', 'FCLR': '1', 'CTRL': 'M', 'BATL': '00', 'LON': '157.0592', 'CMB': 'N', 'VNODE': '57', 'MSG': 'DATA', 'RNODE': '43', 'DATE': '2017-Apr-19', 'BCLR': '1', 'HUM': '00', 'BDIST': '1.448', 'RCLR': 'N', 'RACC': 0, 'LLED': 'G', 'SPD': '00', 'RMO': 'N', 'LACC': 0, 'RLED': 'G', 'DOOR': 'C', 'FDIST': '1.456', 'PITCH': 1, 'BEAR': 1, 'LMO': 'N', 'CACC': 0, 'FLED': 'G', 'BLED': 'G', 'VOL': 'E', 'LCLR': 'N', 'TIME': '09:19:54 PM', 'LAT': '24.30272', 'ALT': '65.', 'INDI': 'N', 'ROLL': 1}
